Date,Campaign_Name,Impressions,Clicks,Spend_IDR,Conversions,Revenue_IDR
2025-04-03,Promo Diskon 50%,29872,309,298185,9,2184255
2025-05-25,Retargeting Web,5607,341,435457,15,4168140
2025-06-16,Promo Diskon 50%,42036,324,452952,5,1217620
2025-01-02,Flash Sale Akhir Bulan,1736,67,97418,1,437066
2025-02-15,Promo Diskon 50%,6708,220,212300,6,962502
2025-06-12,Promo Diskon 50%,6970,72,78480,1,397886
2025-01-01,Promo Diskon 50%,38185,1779,3152388,67,10233111
2025-06-26,Flash Sale Akhir Bulan,30941,721,987770,8,3266216
2025-06-16,Promo Diskon 50%,44654,1319,2424322,11,3241128
2025-03-20,Retargeting Web,47656,3343,4740374,112,24155936
2025-02-24,Flash Sale Akhir Bulan,21373,592,774928,4,1263644
2025-03-19,Flash Sale Akhir Bulan,26556,1095,2665230,36,13499928
2025-05-29,Flash Sale Akhir Bulan,3303,33,93324,0,0
2025-04-21,Promo Diskon 50%,36131,859,1582278,27,9336978
2025-01-02,Lookalike Audience,1697,14,39354,0,0
2025-06-19,Retargeting Web,44487,2610,4708440,75,22649175
2025-01-28,Promo Diskon 50%,6703,83,206919,1,160451
2025-04-01,Lookalike Audience,33616,716,1018152,23,11282558
2025-05-29,Lookalike Audience,7613,334,483298,9,3755286
2025-06-25,Flash Sale Akhir Bulan,29843,153,299421,5,1505510
2025-03-05,Launching Produk Baru,25012,672,1825824,13,3668665
2025-06-28,Launching Produk Baru,45415,1060,1530640,38,7125190
2025-03-25,Promo Diskon 50%,10679,157,384807,5,2387350
2025-05-27,Flash Sale Akhir Bulan,24085,664,1821352,4,1787656
2025-03-18,Lookalike Audience,33217,899,2590918,20,9566640
2025-06-05,Lookalike Audience,36164,246,297906,3,569319
2025-06-27,Promo Diskon 50%,44848,1629,2989215,63,14856786
2025-02-16,Retargeting Web,48494,2102,3710030,87,17398173
2025-02-10,Flash Sale Akhir Bulan,37720,862,1544704,13,6219980
2025-03-09,Flash Sale Akhir Bulan,3777,90,157500,1,353950
2025-05-23,Flash Sale Akhir Bulan,22641,176,498080,2,301926
2025-03-01,Flash Sale Akhir Bulan,29481,1028,1132856,17,5851706
2025-03-20,Promo Diskon 50%,11147,233,440370,4,1031912
2025-05-21,Promo Diskon 50%,48047,1308,3322320,7,3069115
2025-05-31,Promo Diskon 50%,36905,1255,3723585,23,10163769
2025-06-05,Promo Diskon 50%,31080,1544,2339160,21,3455697
2025-02-14,Retargeting Web,20125,1009,1210800,35,12233130
2025-03-17,Launching Produk Baru,9466,137,363598,2,518154
2025-05-27,Retargeting Web,20564,1496,3663704,31,8226997
2025-04-01,Promo Diskon 50%,42118,1877,3855358,24,5324256
2025-06-07,Lookalike Audience,35674,184,516488,5,1603785
2025-03-07,Launching Produk Baru,35254,220,550220,2,696092
2025-05-30,Lookalike Audience,7712,54,81324,1,379505
2025-03-31,Launching Produk Baru,21480,306,553860,3,1311594
2025-02-25,Lookalike Audience,5621,266,232750,2,665848
2025-02-14,Launching Produk Baru,39884,609,1456119,17,5878634
2025-05-30,Flash Sale Akhir Bulan,30157,580,1267880,19,6678918
2025-06-24,Flash Sale Akhir Bulan,24476,887,1473307,5,2385430
2025-04-30,Flash Sale Akhir Bulan,30374,515,1515130,4,1465856
2025-05-23,Lookalike Audience,45868,2282,3972962,51,8324475
2025-03-25,Launching Produk Baru,3423,38,63688,0,0
2025-02-04,Launching Produk Baru,20773,819,728091,18,7945056
2025-02-13,Retargeting Web,3962,300,750300,7,2301208
2025-04-20,Retargeting Web,39719,2064,1830768,102,20775972
2025-06-20,Retargeting Web,16724,1290,2258790,40,13609880
2025-06-30,Lookalike Audience,2048,85,189805,1,366678
2025-02-21,Flash Sale Akhir Bulan,49293,2033,3380879,23,11389094
2025-01-03,Flash Sale Akhir Bulan,7287,245,218540,6,1427508
2025-04-21,Retargeting Web,16187,858,1353924,20,6144620
2025-05-20,Promo Diskon 50%,37369,441,949473,4,1102668
2025-06-22,Launching Produk Baru,15993,749,1295770,13,5610904
2025-03-08,Lookalike Audience,33390,666,854478,7,3438253
2025-03-18,Promo Diskon 50%,26151,603,1698651,11,4455638
2025-03-10,Flash Sale Akhir Bulan,44401,1108,1986644,15,3068640
2025-05-21,Lookalike Audience,32447,1585,3092335,33,10535580
2025-06-12,Promo Diskon 50%,15489,771,803382,13,2609399
2025-03-30,Launching Produk Baru,34580,1598,2524840,9,4130181
2025-02-09,Launching Produk Baru,11318,537,1296855,16,7596720
2025-01-08,Retargeting Web,37361,1154,1063988,25,6785900
2025-05-09,Flash Sale Akhir Bulan,21387,240,255600,2,596170
2025-01-04,Flash Sale Akhir Bulan,10428,332,747664,6,1610034
2025-03-01,Promo Diskon 50%,37098,881,826378,7,3295348
2025-02-15,Promo Diskon 50%,48605,557,1115671,8,3844144
2025-06-10,Flash Sale Akhir Bulan,48388,772,656972,21,8436351
2025-04-18,Promo Diskon 50%,39361,1679,2468130,30,12094650
2025-03-30,Launching Produk Baru,24616,400,547200,6,1155516
2025-05-15,Retargeting Web,10151,631,1444990,14,3702454
2025-05-16,Launching Produk Baru,1922,51,117810,0,0
2025-04-30,Promo Diskon 50%,35502,1323,2115477,26,9622886
2025-03-04,Lookalike Audience,45720,1936,3488672,67,29199940
2025-06-29,Promo Diskon 50%,8581,286,751894,9,2170557
2025-02-04,Promo Diskon 50%,25630,211,389928,4,1488636
2025-02-26,Lookalike Audience,16679,549,1231407,2,300120
2025-04-10,Flash Sale Akhir Bulan,11406,120,146040,2,627574
2025-02-17,Launching Produk Baru,21751,450,650250,2,925188
2025-05-24,Launching Produk Baru,3534,48,141216,1,238098
2025-01-27,Retargeting Web,4798,362,462274,8,3353136
2025-05-01,Retargeting Web,39168,2111,2792853,116,43799396
2025-03-18,Lookalike Audience,45178,262,675436,1,378097
2025-05-09,Promo Diskon 50%,29780,841,978083,32,5679648
2025-02-06,Launching Produk Baru,34009,631,1041781,24,8437992
2025-05-30,Promo Diskon 50%,22166,685,1640575,21,6024963
2025-06-12,Promo Diskon 50%,18534,429,1101672,10,3665090
2025-05-24,Launching Produk Baru,40179,1929,3825207,63,29126475
2025-06-22,Promo Diskon 50%,36263,338,393432,10,4142540
2025-04-10,Promo Diskon 50%,12904,78,174096,1,268110
2025-01-14,Promo Diskon 50%,44671,1813,3221701,39,9612759
2025-01-31,Flash Sale Akhir Bulan,31021,1289,2307310,23,4315467
2025-04-10,Flash Sale Akhir Bulan,36425,1174,966202,13,5469997
2025-03-24,Launching Produk Baru,18238,846,1432278,25,4991400
2025-05-14,Retargeting Web,18319,789,2170539,23,7402205
2025-04-25,Promo Diskon 50%,33353,472,1388152,17,8270653
2025-04-10,Launching Produk Baru,29451,287,679042,3,1008030
2025-05-04,Flash Sale Akhir Bulan,41047,275,315700,8,3231384
2025-03-24,Launching Produk Baru,36867,243,275562,9,2358801
2025-05-28,Promo Diskon 50%,38744,1736,2074520,22,7459562
2025-05-08,Lookalike Audience,10149,119,232169,1,258920
2025-03-19,Lookalike Audience,1243,59,84665,1,366036
2025-04-25,Retargeting Web,43579,3154,5737126,149,44334950
2025-05-24,Promo Diskon 50%,12535,573,1026816,10,4506050
2025-06-20,Retargeting Web,31094,1543,3863672,67,29434373
2025-06-22,Flash Sale Akhir Bulan,33302,1247,2734671,19,4615594
2025-06-26,Retargeting Web,26932,1197,3404268,36,11295684
2025-02-08,Launching Produk Baru,14565,559,1135329,20,9215220
2025-04-12,Flash Sale Akhir Bulan,17508,359,392387,11,5044688
2025-05-15,Launching Produk Baru,20754,245,432425,2,924526
2025-06-14,Lookalike Audience,10574,175,304850,4,937268
2025-03-09,Promo Diskon 50%,11501,241,282452,3,978549
2025-03-12,Promo Diskon 50%,18152,174,357744,4,1917812
2025-01-19,Launching Produk Baru,37569,1439,4223465,9,2152467
2025-04-02,Promo Diskon 50%,12471,147,249606,1,382996
2025-05-13,Launching Produk Baru,37714,330,560010,6,1667190
2025-05-09,Launching Produk Baru,38247,1013,1821374,7,2036335
2025-05-11,Retargeting Web,18237,1218,2504208,24,6627144
2025-02-22,Flash Sale Akhir Bulan,47594,964,1823888,21,5890983
2025-02-01,Lookalike Audience,35543,696,625704,26,7173010
2025-01-01,Lookalike Audience,48648,551,1568146,10,3269420
2025-02-24,Retargeting Web,33392,1210,3467860,49,12201147
2025-01-11,Flash Sale Akhir Bulan,19911,313,595639,4,953904
2025-02-26,Launching Produk Baru,6115,208,570544,7,3438386
2025-04-28,Lookalike Audience,1246,49,76195,0,0
2025-03-05,Launching Produk Baru,49197,2157,3962409,13,3944720
2025-02-19,Retargeting Web,27135,882,1985382,31,6103962
2025-06-01,Flash Sale Akhir Bulan,36383,561,1096194,12,5462940
2025-05-07,Promo Diskon 50%,25840,494,414960,9,3968370
2025-05-17,Promo Diskon 50%,35715,287,544439,9,3139551
2025-04-13,Retargeting Web,24093,1861,5166136,88,20016304
2025-02-06,Retargeting Web,5580,416,576992,22,5667640
2025-03-26,Launching Produk Baru,49750,1629,1304829,34,12353594
2025-01-14,Launching Produk Baru,31890,1081,3024638,23,6747809
2025-03-02,Promo Diskon 50%,11268,535,1146505,19,2946425
2025-01-06,Flash Sale Akhir Bulan,13838,262,371516,9,3109023
2025-02-07,Retargeting Web,43493,1871,3899164,97,24357282
2025-01-01,Promo Diskon 50%,30528,740,2217040,19,8093848
2025-03-14,Promo Diskon 50%,2694,57,95589,0,0
2025-02-12,Launching Produk Baru,21031,698,1596326,8,1423552
2025-03-16,Launching Produk Baru,5559,94,261414,2,978466
2025-01-03,Launching Produk Baru,27595,831,1094427,26,11925888
2025-04-18,Launching Produk Baru,8528,311,757596,4,879772
2025-05-04,Flash Sale Akhir Bulan,21340,346,811024,9,3607407
2025-05-09,Promo Diskon 50%,15628,309,765393,7,1135288
2025-01-26,Lookalike Audience,49832,663,889746,26,11510746
2025-02-19,Retargeting Web,23274,1615,3362430,36,5755356
2025-02-17,Retargeting Web,33366,2583,2846466,79,33872909
2025-03-22,Launching Produk Baru,29502,778,1342828,25,8112150
2025-03-17,Launching Produk Baru,44122,292,443840,10,2060630
2025-04-03,Retargeting Web,36359,2166,6435186,85,38001545
2025-01-02,Launching Produk Baru,40645,413,1214220,7,1185527
2025-04-15,Lookalike Audience,6079,291,256662,6,1354260
2025-04-01,Flash Sale Akhir Bulan,6266,141,330645,3,776907
2025-02-28,Retargeting Web,42118,1554,3550890,38,6413488
2025-06-26,Retargeting Web,45830,3634,9953526,195,89798085
2025-06-15,Retargeting Web,14288,610,1403000,30,11786010
2025-01-04,Promo Diskon 50%,35599,1771,5096938,50,13461300
2025-01-18,Launching Produk Baru,24432,394,985000,2,522240
2025-02-21,Promo Diskon 50%,5726,180,535680,2,523964
2025-02-13,Lookalike Audience,22586,508,1189228,11,5013052
2025-01-15,Launching Produk Baru,48801,796,2064824,5,1331130
2025-05-12,Flash Sale Akhir Bulan,7477,104,202176,4,1750488
2025-06-27,Retargeting Web,35960,2616,7623024,150,68840100
2025-04-18,Launching Produk Baru,22809,245,700210,1,262483
2025-03-24,Lookalike Audience,28258,935,2510475,15,3179910
2025-03-29,Retargeting Web,13906,994,2290176,23,8187655
2025-06-08,Promo Diskon 50%,15198,168,158256,2,894618
2025-05-15,Promo Diskon 50%,7513,351,383292,10,4545910
2025-03-09,Retargeting Web,17141,893,2089620,27,8663085
2025-02-18,Launching Produk Baru,40269,1522,3607140,47,18848034
2025-04-13,Flash Sale Akhir Bulan,8952,385,1133440,4,668312
2025-02-25,Lookalike Audience,37609,1440,2630880,22,6124360
2025-04-11,Flash Sale Akhir Bulan,32896,1205,2558215,29,5944594
2025-04-28,Lookalike Audience,34087,354,735258,11,1826880
2025-04-11,Flash Sale Akhir Bulan,48745,2369,6709008,21,9265704
2025-04-25,Launching Produk Baru,26140,815,864715,25,3907625
2025-03-04,Launching Produk Baru,34981,1722,4766496,21,8862063
2025-04-17,Launching Produk Baru,39961,1032,1534584,24,4357968
2025-04-05,Lookalike Audience,4596,212,552684,6,2818440
2025-01-21,Promo Diskon 50%,32626,1092,1063608,18,8653374
2025-03-08,Retargeting Web,45242,2006,4667962,74,31263446
2025-05-31,Lookalike Audience,4489,169,424190,2,660798
2025-06-13,Flash Sale Akhir Bulan,39887,1556,2268648,44,14354516
2025-05-19,Launching Produk Baru,10395,453,629670,15,5929245
2025-06-28,Retargeting Web,38070,2541,4319700,79,24144454
2025-05-02,Lookalike Audience,13260,187,466752,2,539788
2025-02-15,Flash Sale Akhir Bulan,29114,1375,3713875,8,2806576
2025-02-21,Retargeting Web,9354,378,702324,17,3568385
2025-02-20,Launching Produk Baru,19643,136,170544,5,2380500
2025-05-21,Launching Produk Baru,8577,339,679356,3,673713
2025-03-14,Lookalike Audience,13567,388,816740,11,3860043
2025-01-26,Launching Produk Baru,46357,807,655284,28,10468276
2025-05-14,Flash Sale Akhir Bulan,14852,463,1223246,13,2691455
2025-01-23,Lookalike Audience,15606,567,1185030,10,2617280
2025-04-02,Retargeting Web,43699,1659,4399668,80,35786640
2025-04-21,Lookalike Audience,1149,10,17860,0,0
2025-01-13,Promo Diskon 50%,24465,893,1517207,28,11280388
2025-01-08,Flash Sale Akhir Bulan,21042,286,231946,5,2002495
2025-06-01,Flash Sale Akhir Bulan,28541,1039,2951799,13,6302218
2025-02-02,Lookalike Audience,29097,1273,1817844,24,5483832
2025-03-11,Launching Produk Baru,30793,1511,3281892,10,3963350
2025-04-24,Launching Produk Baru,49347,1968,3892704,70,34688360
2025-01-22,Lookalike Audience,14630,287,346409,8,2280760
2025-03-03,Promo Diskon 50%,36521,811,2124009,29,5393333
2025-06-03,Promo Diskon 50%,24183,895,2071925,24,9030120
2025-02-09,Promo Diskon 50%,29830,369,743166,11,4364778
2025-01-04,Lookalike Audience,9059,354,562506,14,2994880
2025-01-25,Flash Sale Akhir Bulan,48381,619,799129,14,2522268
2025-06-07,Launching Produk Baru,13821,656,1706912,10,3240500
2025-06-20,Launching Produk Baru,35824,575,993025,22,10012728
2025-01-18,Launching Produk Baru,11023,88,180224,2,573292
2025-06-05,Promo Diskon 50%,14243,517,1126026,17,7455078
2025-04-25,Launching Produk Baru,45248,1254,1992606,38,15820464
2025-04-06,Retargeting Web,48550,1502,4453430,51,13758117
2025-04-16,Promo Diskon 50%,12025,75,122400,2,443706
2025-05-21,Flash Sale Akhir Bulan,14792,159,372537,1,429798
2025-02-02,Launching Produk Baru,2216,31,29078,0,0
2025-02-08,Flash Sale Akhir Bulan,5530,175,301000,6,1295970
2025-01-16,Retargeting Web,28404,1218,1012158,57,23373078
2025-01-18,Promo Diskon 50%,18841,330,726660,3,745152
2025-03-21,Promo Diskon 50%,30089,683,1739601,10,3726100
2025-04-22,Promo Diskon 50%,41054,1810,4740390,33,5141400
2025-02-23,Retargeting Web,18456,1288,1103816,64,27101696
2025-04-12,Flash Sale Akhir Bulan,48938,1950,3315000,48,22704384
2025-02-14,Retargeting Web,5623,446,698436,9,1502010
2025-05-04,Retargeting Web,3823,215,576415,7,2578079
2025-05-04,Flash Sale Akhir Bulan,42690,1606,3040158,38,14846030
2025-03-01,Flash Sale Akhir Bulan,43720,1562,1391742,24,7840560
2025-04-03,Lookalike Audience,30353,997,1690912,11,3767390
2025-01-19,Lookalike Audience,48593,243,269487,7,2684514
2025-03-18,Flash Sale Akhir Bulan,23252,758,1531160,15,6127200
2025-04-23,Launching Produk Baru,32778,987,1933533,23,4806333
2025-03-29,Flash Sale Akhir Bulan,13720,650,1088750,10,4524090
2025-03-09,Retargeting Web,2802,158,153418,4,1425156
2025-02-12,Lookalike Audience,9768,392,976472,7,1175454
2025-01-31,Promo Diskon 50%,35286,1178,2454952,14,6415906
2025-05-01,Flash Sale Akhir Bulan,43481,1905,5694045,62,26027352
2025-03-30,Promo Diskon 50%,16272,276,666264,10,2712550
2025-03-30,Lookalike Audience,36637,1675,3768750,28,11321212
2025-01-07,Promo Diskon 50%,11423,121,98857,4,1862080
2025-01-16,Lookalike Audience,12989,204,583848,6,2832252
2025-01-22,Flash Sale Akhir Bulan,2209,76,225416,2,971394
2025-01-07,Flash Sale Akhir Bulan,22849,233,324336,6,1523820
2025-04-02,Promo Diskon 50%,33521,307,743554,1,222259
2025-04-16,Launching Produk Baru,46640,589,593712,19,5618167
2025-01-04,Lookalike Audience,21629,307,789297,7,3323999
2025-02-18,Retargeting Web,49860,3718,6818812,192,50454720
2025-05-07,Promo Diskon 50%,10256,303,659328,2,483912
2025-06-19,Flash Sale Akhir Bulan,7766,300,507000,10,2022350
2025-02-06,Promo Diskon 50%,31791,980,1400420,19,5092646
2025-04-28,Lookalike Audience,27771,864,2231712,29,12756375
2025-05-17,Flash Sale Akhir Bulan,44096,2002,3305302,41,14276159
2025-04-12,Retargeting Web,26343,1483,3522125,41,12519596
2025-04-11,Flash Sale Akhir Bulan,38648,383,658377,11,2862827
2025-01-22,Flash Sale Akhir Bulan,15961,129,187308,2,971608
2025-02-17,Launching Produk Baru,3436,137,399766,2,536470
2025-04-28,Flash Sale Akhir Bulan,6274,215,267675,3,884190
2025-06-30,Flash Sale Akhir Bulan,8101,341,430683,11,4975685
2025-03-16,Lookalike Audience,6704,51,85578,1,348397
2025-03-06,Lookalike Audience,28060,393,628407,13,3993496
2025-04-10,Lookalike Audience,6685,138,162840,2,674856
2025-03-03,Retargeting Web,4319,309,456393,11,3059012
2025-05-20,Lookalike Audience,25296,870,1577310,24,5632032
2025-05-08,Retargeting Web,43745,2144,6196160,122,38295800
2025-03-12,Launching Produk Baru,3407,59,128797,1,454015
2025-01-03,Flash Sale Akhir Bulan,49273,369,1023975,14,4183312
2025-03-22,Flash Sale Akhir Bulan,18539,394,386120,15,4998195
2025-01-12,Lookalike Audience,15878,763,2256954,17,5376590
2025-03-18,Launching Produk Baru,49531,1778,3115056,38,6101242
2025-05-24,Promo Diskon 50%,10876,519,616053,7,3350270
2025-06-06,Lookalike Audience,43472,498,1258446,8,3518368
2025-02-26,Retargeting Web,29085,1701,3400299,48,11561040
2025-06-12,Flash Sale Akhir Bulan,42289,633,1176747,21,6868239
2025-05-24,Flash Sale Akhir Bulan,33656,173,358110,4,1927312
2025-02-11,Launching Produk Baru,34625,1182,1672530,15,5769285
2025-01-28,Lookalike Audience,13647,614,1821124,4,1040988
2025-01-21,Lookalike Audience,39267,1225,2530850,35,13963145
2025-01-25,Launching Produk Baru,39448,802,1311270,20,3246840
2025-01-19,Launching Produk Baru,21277,828,1901088,21,8970444
2025-03-21,Lookalike Audience,17796,783,741501,30,11457930
2025-03-26,Lookalike Audience,13813,367,794188,4,742184
2025-04-08,Retargeting Web,11155,805,1816885,42,19730844
2025-03-14,Retargeting Web,26741,1782,3624588,66,22582956
2025-03-09,Launching Produk Baru,27164,723,943515,12,5742480
2025-01-05,Launching Produk Baru,17871,786,2033382,4,1166912
2025-03-09,Launching Produk Baru,47237,1429,1723374,7,1584933
2025-03-02,Lookalike Audience,41201,1115,2178710,37,11540781
2025-03-29,Launching Produk Baru,21770,445,1128075,16,2564896
2025-04-06,Lookalike Audience,40834,1194,3531852,13,5031637
2025-05-27,Launching Produk Baru,19564,314,282286,10,2291820
2025-02-20,Launching Produk Baru,5674,176,275968,3,1286817
2025-06-22,Flash Sale Akhir Bulan,49626,1134,1097712,9,3314097
2025-02-12,Lookalike Audience,32910,397,805910,14,5406688
2025-02-05,Flash Sale Akhir Bulan,13999,439,1116377,7,1395926
2025-06-29,Lookalike Audience,29986,197,187938,3,716601
2025-06-02,Lookalike Audience,48947,890,2384310,33,15463767
2025-01-17,Promo Diskon 50%,24465,1176,1954512,35,8071210
2025-02-23,Retargeting Web,9963,567,1152144,28,13413680
2025-01-10,Flash Sale Akhir Bulan,11688,278,710846,5,2279470
2025-05-02,Launching Produk Baru,41535,1117,1087958,6,1166154
2025-05-10,Lookalike Audience,13658,296,451104,9,4424427
2025-06-10,Retargeting Web,22294,1012,1975424,40,16639440
2025-03-26,Retargeting Web,32727,2545,5418305,105,22660260
2025-02-10,Promo Diskon 50%,44081,442,415480,6,1344522
2025-05-17,Flash Sale Akhir Bulan,46085,1083,3076803,29,5553964
2025-06-04,Launching Produk Baru,10848,504,1068480,12,5489028
2025-05-16,Promo Diskon 50%,32157,365,393105,9,4030794
2025-04-11,Launching Produk Baru,23877,920,1184040,7,1866529
2025-01-07,Launching Produk Baru,5752,132,302412,1,217199
2025-06-09,Retargeting Web,11265,879,1303557,46,22422470
2025-04-17,Flash Sale Akhir Bulan,30828,1085,2595320,36,16301808
2025-04-17,Launching Produk Baru,32917,1393,3738812,28,8225000
2025-06-10,Promo Diskon 50%,36897,1707,1867458,30,12754710
2025-06-09,Lookalike Audience,17132,181,404535,6,2624376
2025-03-29,Retargeting Web,2170,113,133792,3,866301
2025-04-25,Launching Produk Baru,16570,249,374247,9,1544823
2025-06-03,Launching Produk Baru,25427,299,790257,8,2373912
2025-06-27,Retargeting Web,15285,750,714000,38,14426472
2025-03-09,Lookalike Audience,9365,149,233483,5,771650
2025-04-19,Launching Produk Baru,13846,334,785902,9,2346993
2025-06-11,Promo Diskon 50%,38643,1235,2119260,48,23523984
2025-06-26,Launching Produk Baru,14283,152,290472,0,0
2025-04-02,Lookalike Audience,40319,257,304031,2,445932
2025-01-20,Flash Sale Akhir Bulan,27550,158,137934,1,245980
2025-03-02,Flash Sale Akhir Bulan,13334,210,347760,6,2030268
2025-03-26,Launching Produk Baru,6566,244,546804,7,2166829
2025-04-25,Retargeting Web,2036,114,336300,2,392328
2025-01-02,Promo Diskon 50%,13117,576,1309824,11,2520903
2025-03-01,Lookalike Audience,23954,483,493143,13,5105204
2025-04-07,Promo Diskon 50%,38703,1228,1224316,7,2473436
2025-04-28,Lookalike Audience,39123,1027,2855060,38,13398876
2025-02-21,Flash Sale Akhir Bulan,42378,781,1880648,4,1430292
2025-06-26,Promo Diskon 50%,27268,775,969525,23,7715787
2025-04-21,Lookalike Audience,19173,337,780155,13,5681442
2025-04-24,Launching Produk Baru,23894,394,733628,3,1278249
2025-02-16,Retargeting Web,8003,547,1027813,11,3584427
2025-04-26,Flash Sale Akhir Bulan,27864,576,1147968,19,8499308
2025-04-03,Launching Produk Baru,8765,222,335220,8,2193632
2025-06-04,Promo Diskon 50%,11990,97,88367,1,259265
2025-05-13,Lookalike Audience,3670,174,418470,2,901136
2025-03-02,Promo Diskon 50%,33665,775,964100,8,2065768
2025-04-01,Promo Diskon 50%,4902,184,391736,1,316412
2025-03-06,Retargeting Web,39908,2426,2935460,50,9886250
2025-06-26,Launching Produk Baru,45633,1216,3161600,31,6459687
2025-01-19,Retargeting Web,20061,1521,2792556,53,24393462
2025-05-04,Launching Produk Baru,14646,655,1201270,6,975834
2025-03-18,Flash Sale Akhir Bulan,22581,691,1572716,16,6528080
2025-02-22,Retargeting Web,32772,1327,3605459,62,13417234
2025-01-06,Flash Sale Akhir Bulan,9973,341,579700,6,2027130
2025-05-13,Promo Diskon 50%,31748,1058,1556318,14,6801438
2025-04-19,Lookalike Audience,22674,571,497912,22,7258240
2025-06-09,Promo Diskon 50%,18193,634,1202064,20,3078700
2025-05-11,Promo Diskon 50%,31626,525,1204350,17,5820562
2025-03-22,Flash Sale Akhir Bulan,28093,156,332748,5,2454220
2025-01-31,Lookalike Audience,15896,621,1021545,15,6260715
2025-04-27,Lookalike Audience,20255,612,885564,12,4499352
2025-01-11,Promo Diskon 50%,15729,484,556116,10,4085390
2025-05-07,Lookalike Audience,22149,676,1275612,21,3509289
2025-05-24,Retargeting Web,44568,2107,4264568,118,58005496
2025-06-13,Flash Sale Akhir Bulan,3516,112,197344,3,722772
2025-03-14,Flash Sale Akhir Bulan,34519,1583,2784497,58,26881492
2025-04-07,Launching Produk Baru,17219,250,732250,9,4056552
2025-01-28,Flash Sale Akhir Bulan,16107,622,589656,16,7606992
2025-05-20,Promo Diskon 50%,22701,978,2070426,18,3722832
2025-05-11,Flash Sale Akhir Bulan,23567,803,961994,18,8334504
2025-06-03,Lookalike Audience,16296,218,227810,8,3926408
2025-04-12,Lookalike Audience,46907,1849,4984904,62,11104138
2025-01-31,Launching Produk Baru,30310,1377,2077893,46,12492266
2025-03-19,Lookalike Audience,18891,516,1540776,11,3335904
2025-04-14,Lookalike Audience,2095,94,80370,1,312138
2025-03-04,Launching Produk Baru,47682,752,1496480,16,4296976
2025-05-18,Retargeting Web,45839,2907,3250026,94,22033224
2025-04-06,Flash Sale Akhir Bulan,25497,647,1534684,19,5353269
2025-05-02,Lookalike Audience,28723,1103,2776251,32,13069856
2025-01-18,Launching Produk Baru,2112,27,25272,0,0
2025-01-06,Flash Sale Akhir Bulan,17008,199,549638,3,1075314
2025-06-24,Launching Produk Baru,27213,634,1852548,10,3287100
2025-01-25,Retargeting Web,38813,1615,4581755,49,21554610
2025-02-27,Lookalike Audience,49868,665,714875,26,4364568
2025-01-25,Flash Sale Akhir Bulan,33467,1162,1096928,45,16978410
2025-05-04,Flash Sale Akhir Bulan,31517,647,1610383,15,7423245
2025-01-31,Promo Diskon 50%,35083,1182,2543664,14,6708520
2025-03-05,Launching Produk Baru,33479,469,695058,17,4542281
2025-06-04,Promo Diskon 50%,29227,1078,2398550,18,7041780
2025-06-16,Retargeting Web,16241,856,2048408,19,5669030
2025-04-10,Flash Sale Akhir Bulan,14225,152,432592,3,988749
2025-02-09,Promo Diskon 50%,19272,945,1494045,13,2924311
2025-04-26,Flash Sale Akhir Bulan,26000,954,852876,25,12031000
2025-04-01,Flash Sale Akhir Bulan,14267,499,1406182,17,6792401
2025-01-10,Promo Diskon 50%,41503,953,2244315,31,14229961
2025-02-21,Flash Sale Akhir Bulan,11146,227,436975,4,1474220
2025-03-04,Flash Sale Akhir Bulan,16046,404,419352,2,710240
2025-04-21,Flash Sale Akhir Bulan,37274,521,1328550,18,2820726
2025-01-19,Promo Diskon 50%,14597,314,661284,5,1589365
2025-04-23,Lookalike Audience,45434,1035,2343240,8,1967736
2025-03-05,Lookalike Audience,18378,279,419616,2,714862
2025-01-31,Retargeting Web,42029,2726,4478818,98,23348794
2025-05-16,Lookalike Audience,5324,68,164968,2,847640
2025-01-15,Retargeting Web,19993,1149,1265049,58,10022458
2025-05-17,Promo Diskon 50%,14265,609,1737477,9,3769236
2025-06-22,Flash Sale Akhir Bulan,23491,1123,1942790,41,12787654
2025-05-21,Lookalike Audience,14412,530,1585760,7,3399718
2025-04-27,Lookalike Audience,23748,893,2408421,18,3643866
2025-04-02,Launching Produk Baru,24188,1158,2833626,31,6660970
2025-06-14,Retargeting Web,24041,1091,2066354,39,10769382
2025-06-29,Lookalike Audience,28967,228,223212,6,1458660
2025-05-03,Flash Sale Akhir Bulan,5330,204,230520,7,2858646
2025-01-11,Retargeting Web,25637,1571,3988769,86,32270210
2025-03-31,Promo Diskon 50%,38822,1923,4280598,29,6086462
2025-03-22,Retargeting Web,20802,1630,1928290,80,38291440
2025-01-05,Launching Produk Baru,4921,232,654008,7,2970555
2025-06-04,Retargeting Web,9878,507,572910,29,13240617
2025-05-11,Flash Sale Akhir Bulan,35696,1141,1444506,27,4376457
2025-03-06,Lookalike Audience,12574,489,606849,12,2467488
2025-06-01,Retargeting Web,35196,2378,7098330,134,62640310
2025-03-23,Promo Diskon 50%,29220,1448,3084240,13,5340803
2025-01-09,Flash Sale Akhir Bulan,28352,1004,2268036,17,7833957
2025-01-31,Flash Sale Akhir Bulan,2250,82,242556,2,426958
2025-03-29,Launching Produk Baru,17110,222,309690,4,1886444
2025-04-27,Flash Sale Akhir Bulan,15032,362,611056,2,729126
2025-03-16,Flash Sale Akhir Bulan,29482,275,479600,7,2678459
2025-03-22,Launching Produk Baru,41627,1990,5946120,20,4345160
2025-03-03,Retargeting Web,18120,1253,3046043,29,8376012
